pollen,location,from,to,value
Poaceae,DEBIED,2018-05-16 12:00:00,2018-05-16 13:00:00,0.0
Poaceae,DEVIEC,2018-05-16 12:00:00,2018-05-16 13:00:00,9.527731857
Pinus,DEBIED,2018-05-16 15:00:00,2018-05-16 16:00:00,0.0
Pinus,DEVIEC,2018-05-16 15:00:00,2018-05-16 16:00:00,23.81932964
Poaceae,DEBIED,2018-05-16 15:00:00,2018-05-16 16:00:00,0.0
Poaceae,DEVIEC,2018-05-16 15:00:00,2018-05-16 16:00:00,0.0
Pinus,DEBIED,2018-05-16 18:00:00,2018-05-16 19:00:00,0.0
Pinus,DEVIEC,2018-05-16 18:00:00,2018-05-16 19:00:00,4.759438544
Poaceae,DEBIED,2018-05-16 18:00:00,2018-05-16 19:00:00,0.0
Poaceae,DEVIEC,2018-05-16 18:00:00,2018-05-16 19:00:00,0.0
Pinus,DEBIED,2018-05-16 21:00:00,2018-05-16 22:00:00,0.0
Pinus,DEVIEC,2018-05-16 21:00:00,2018-05-16 22:00:00,0.0
Poaceae,DEBIED,2018-05-16 21:00:00,2018-05-16 22:00:00,0.0
Poaceae,DEVIEC,2018-05-16 21:00:00,2018-05-16 22:00:00,0.0
Pinus,DEBIED,2018-05-17 00:00:00,2018-05-17 01:00:00,0.0
Pinus,DEVIEC,2018-05-17 00:00:00,2018-05-17 01:00:00,4.768301558
Poaceae,DEBIED,2018-05-17 00:00:00,2018-05-17 01:00:00,0.0
Poaceae,DEVIEC,2018-05-17 00:00:00,2018-05-17 01:00:00,0.0
Pinus,DEBIED,2018-05-17 03:00:00,2018-05-17 04:00:00,0.0
Pinus,DEVIEC,2018-05-17 03:00:00,2018-05-17 04:00:00,19.05546371
Poaceae,DEBIED,2018-05-17 03:00:00,2018-05-17 04:00:00,0.0
Poaceae,DEVIEC,2018-05-17 03:00:00,2018-05-17 04:00:00,0.0
Pinus,DEBIED,2018-05-17 06:00:00,2018-05-17 07:00:00,0.0
Pinus,DEVIEC,2018-05-17 06:00:00,2018-05-17 07:00:00,9.527731857
Poaceae,DEBIED,2018-05-17 06:00:00,2018-05-17 07:00:00,0.0
Poaceae,DEVIEC,2018-05-17 06:00:00,2018-05-17 07:00:00,0.0
Pinus,DEBIED,2018-05-17 09:00:00,2018-05-17 10:00:00,0.0
Pinus,DEVIEC,2018-05-17 09:00:00,2018-05-17 10:00:00,4.763865928
Poaceae,DEBIED,2018-05-17 09:00:00,2018-05-17 10:00:00,4.692281357
Poaceae,DEVIEC,2018-05-17 09:00:00,2018-05-17 10:00:00,4.763865928
Pinus,DEBIED,2018-05-17 12:00:00,2018-05-17 13:00:00,0.0
Pinus,DEVIEC,2018-05-17 12:00:00,2018-05-17 13:00:00,14.30490467
Poaceae,DEBIED,2018-05-17 12:00:00,2018-05-17 13:00:00,4.773857724
Poaceae,DEVIEC,2018-05-17 12:00:00,2018-05-17 13:00:00,0.0
Pinus,DEBIED,2018-05-17 15:00:00,2018-05-17 16:00:00,0.0
Pinus,DEVIEC,2018-05-17 15:00:00,2018-05-17 16:00:00,42.87479336
Poaceae,DEBIED,2018-05-17 15:00:00,2018-05-17 16:00:00,4.72882133
Poaceae,DEVIEC,2018-05-17 15:00:00,2018-05-17 16:00:00,0.0
Pinus,DEBIED,2018-05-17 18:00:00,2018-05-17 19:00:00,0.0
Pinus,DEVIEC,2018-05-17 18:00:00,2018-05-17 19:00:00,76.22185485
Poaceae,DEBIED,2018-05-17 18:00:00,2018-05-17 19:00:00,0.0
Poaceae,DEVIEC,2018-05-17 18:00:00,2018-05-17 19:00:00,19.05546371
Pinus,DEBIED,2018-05-17 21:00:00,2018-05-17 22:00:00,0.0
Pinus,DEVIEC,2018-05-17 21:00:00,2018-05-17 22:00:00,47.63865928
Poaceae,DEBIED,2018-05-17 21:00:00,2018-05-17 22:00:00,9.473096324
Poaceae,DEVIEC,2018-05-17 21:00:00,2018-05-17 22:00:00,0.0
Pinus,DEBIED,2018-05-18 00:00:00,2018-05-18 01:00:00,0.0
Pinus,DEVIEC,2018-05-18 00:00:00,2018-05-18 01:00:00,100.0411845
Poaceae,DEBIED,2018-05-18 00:00:00,2018-05-18 01:00:00,4.736548162
Poaceae,DEVIEC,2018-05-18 00:00:00,2018-05-18 01:00:00,4.763865928
Pinus,DEBIED,2018-05-18 03:00:00,2018-05-18 04:00:00,0.0
Pinus,DEVIEC,2018-05-18 03:00:00,2018-05-18 04:00:00,57.16639114
Poaceae,DEBIED,2018-05-18 03:00:00,2018-05-18 04:00:00,18.93072637
Poaceae,DEVIEC,2018-05-18 03:00:00,2018-05-18 04:00:00,4.763865928
Pinus,DEBIED,2018-05-18 06:00:00,2018-05-18 07:00:00,0.0
Pinus,DEVIEC,2018-05-18 06:00:00,2018-05-18 07:00:00,38.18196364
Poaceae,DEBIED,2018-05-18 06:00:00,2018-05-18 07:00:00,4.785567922
Poaceae,DEVIEC,2018-05-18 06:00:00,2018-05-18 07:00:00,23.86372727
Pinus,DEBIED,2018-05-18 09:00:00,2018-05-18 10:00:00,0.0
Pinus,DEVIEC,2018-05-18 09:00:00,2018-05-18 10:00:00,52.45131713
Poaceae,DEBIED,2018-05-18 09:00:00,2018-05-18 10:00:00,28.15368814
Poaceae,DEVIEC,2018-05-18 09:00:00,2018-05-18 10:00:00,104.9026343
Pinus,DEBIED,2018-05-18 12:00:00,2018-05-18 13:00:00,0.0
Pinus,DEVIEC,2018-05-18 12:00:00,2018-05-18 13:00:00,176.4271576
Poaceae,DEBIED,2018-05-18 12:00:00,2018-05-18 13:00:00,66.31167427
Poaceae,DEVIEC,2018-05-18 12:00:00,2018-05-18 13:00:00,19.07320623
Pinus,DEBIED,2018-05-18 15:00:00,2018-05-18 16:00:00,0.0
Pinus,DEVIEC,2018-05-18 15:00:00,2018-05-18 16:00:00,176.4271576
Poaceae,DEBIED,2018-05-18 15:00:00,2018-05-18 16:00:00,61.57512611
Poaceae,DEVIEC,2018-05-18 15:00:00,2018-05-18 16:00:00,61.98792025
Pinus,DEBIED,2018-05-18 18:00:00,2018-05-18 19:00:00,0.0
Pinus,DEVIEC,2018-05-18 18:00:00,2018-05-18 19:00:00,133.5124436
Poaceae,DEBIED,2018-05-18 18:00:00,2018-05-18 19:00:00,175.252282
Poaceae,DEVIEC,2018-05-18 18:00:00,2018-05-18 19:00:00,57.21961869
Pinus,DEBIED,2018-05-18 21:00:00,2018-05-18 22:00:00,0.0
Pinus,DEVIEC,2018-05-18 21:00:00,2018-05-18 22:00:00,52.40252521
Poaceae,DEBIED,2018-05-18 21:00:00,2018-05-18 22:00:00,99.38631344
Poaceae,DEVIEC,2018-05-18 21:00:00,2018-05-18 22:00:00,9.527731857
Pinus,DEBIED,2018-05-19 00:00:00,2018-05-19 01:00:00,0.0
Pinus,DEVIEC,2018-05-19 00:00:00,2018-05-19 01:00:00,66.63213961
Poaceae,DEBIED,2018-05-19 00:00:00,2018-05-19 01:00:00,42.62893346
Poaceae,DEVIEC,2018-05-19 00:00:00,2018-05-19 01:00:00,9.518877087
Pinus,DEBIED,2018-05-19 03:00:00,2018-05-19 04:00:00,0.0
Pinus,DEVIEC,2018-05-19 03:00:00,2018-05-19 04:00:00,23.81932964
Poaceae,DEBIED,2018-05-19 03:00:00,2018-05-19 04:00:00,18.93072637
Poaceae,DEVIEC,2018-05-19 03:00:00,2018-05-19 04:00:00,4.763865928
Pinus,DEBIED,2018-05-19 06:00:00,2018-05-19 07:00:00,0.0
Pinus,DEVIEC,2018-05-19 06:00:00,2018-05-19 07:00:00,28.60980935
Poaceae,DEBIED,2018-05-19 06:00:00,2018-05-19 07:00:00,85.92943902
Poaceae,DEVIEC,2018-05-19 06:00:00,2018-05-19 07:00:00,66.75622181
Pinus,DEBIED,2018-05-19 09:00:00,2018-05-19 10:00:00,0.0
Pinus,DEVIEC,2018-05-19 09:00:00,2018-05-19 10:00:00,76.36392728
Poaceae,DEBIED,2018-05-19 09:00:00,2018-05-19 10:00:00,139.4650292
Poaceae,DEVIEC,2018-05-19 09:00:00,2018-05-19 10:00:00,95.4549091
Pinus,DEBIED,2018-05-19 12:00:00,2018-05-19 13:00:00,0.0
Pinus,DEVIEC,2018-05-19 12:00:00,2018-05-19 13:00:00,61.87270107
Poaceae,DEBIED,2018-05-19 12:00:00,2018-05-19 13:00:00,231.901398
Poaceae,DEVIEC,2018-05-19 12:00:00,2018-05-19 13:00:00,23.79719272
Pinus,DEBIED,2018-05-19 15:00:00,2018-05-19 16:00:00,0.0
Pinus,DEVIEC,2018-05-19 15:00:00,2018-05-19 16:00:00,57.21961869
Poaceae,DEBIED,2018-05-19 15:00:00,2018-05-19 16:00:00,94.5764266
Poaceae,DEVIEC,2018-05-19 15:00:00,2018-05-19 16:00:00,9.536603115
Pinus,DEBIED,2018-05-19 18:00:00,2018-05-19 19:00:00,0.0
Pinus,DEVIEC,2018-05-19 18:00:00,2018-05-19 19:00:00,38.11092743
Poaceae,DEBIED,2018-05-19 18:00:00,2018-05-19 19:00:00,56.74585596
Poaceae,DEVIEC,2018-05-19 18:00:00,2018-05-19 19:00:00,0.0
Pinus,DEBIED,2018-05-19 21:00:00,2018-05-19 22:00:00,0.0
Pinus,DEVIEC,2018-05-19 21:00:00,2018-05-19 22:00:00,71.45798893
Poaceae,DEBIED,2018-05-19 21:00:00,2018-05-19 22:00:00,0.0
Poaceae,DEVIEC,2018-05-19 21:00:00,2018-05-19 22:00:00,19.05546371
Pinus,DEBIED,2018-05-20 00:00:00,2018-05-20 01:00:00,0.0
Pinus,DEVIEC,2018-05-20 00:00:00,2018-05-20 01:00:00,47.68301558
Poaceae,DEBIED,2018-05-20 00:00:00,2018-05-20 01:00:00,0.0
Poaceae,DEVIEC,2018-05-20 00:00:00,2018-05-20 01:00:00,9.536603115
Pinus,DEBIED,2018-05-20 03:00:00,2018-05-20 04:00:00,0.0
Pinus,DEVIEC,2018-05-20 03:00:00,2018-05-20 04:00:00,9.527731857
Poaceae,DEBIED,2018-05-20 03:00:00,2018-05-20 04:00:00,0.0
Poaceae,DEVIEC,2018-05-20 03:00:00,2018-05-20 04:00:00,4.763865928
Pinus,DEBIED,2018-05-20 06:00:00,2018-05-20 07:00:00,0.0
Pinus,DEVIEC,2018-05-20 06:00:00,2018-05-20 07:00:00,4.763865928
Poaceae,DEBIED,2018-05-20 06:00:00,2018-05-20 07:00:00,9.555509501
Poaceae,DEVIEC,2018-05-20 06:00:00,2018-05-20 07:00:00,9.527731857
Pinus,DEBIED,2018-05-20 09:00:00,2018-05-20 10:00:00,0.0
Pinus,DEVIEC,2018-05-20 09:00:00,2018-05-20 10:00:00,100.0411845
Poaceae,DEBIED,2018-05-20 09:00:00,2018-05-20 10:00:00,55.74047209
Poaceae,DEVIEC,2018-05-20 09:00:00,2018-05-20 10:00:00,61.93025707
Pinus,DEBIED,2018-05-20 12:00:00,2018-05-20 13:00:00,0.0
Pinus,DEVIEC,2018-05-20 12:00:00,2018-05-20 13:00:00,267.0248872
Poaceae,DEBIED,2018-05-20 12:00:00,2018-05-20 13:00:00,81.28818846
Poaceae,DEVIEC,2018-05-20 12:00:00,2018-05-20 13:00:00,9.536603115
Pinus,DEBIED,2018-05-20 15:00:00,2018-05-20 16:00:00,0.0
Pinus,DEVIEC,2018-05-20 15:00:00,2018-05-20 16:00:00,185.9637608
Poaceae,DEBIED,2018-05-20 15:00:00,2018-05-20 16:00:00,104.118995
Poaceae,DEVIEC,2018-05-20 15:00:00,2018-05-20 16:00:00,66.75622181
Pinus,DEBIED,2018-05-20 18:00:00,2018-05-20 19:00:00,0.0
Pinus,DEVIEC,2018-05-20 18:00:00,2018-05-20 19:00:00,205.2280546
Poaceae,DEBIED,2018-05-20 18:00:00,2018-05-20 19:00:00,141.9804478
Poaceae,DEVIEC,2018-05-20 18:00:00,2018-05-20 19:00:00,19.09098182
Pinus,DEBIED,2018-05-20 21:00:00,2018-05-20 22:00:00,0.0
Pinus,DEVIEC,2018-05-20 21:00:00,2018-05-20 22:00:00,66.694123
Poaceae,DEBIED,2018-05-20 21:00:00,2018-05-20 22:00:00,33.10174931
Poaceae,DEVIEC,2018-05-20 21:00:00,2018-05-20 22:00:00,28.58319557
Pinus,DEBIED,2018-05-21 00:00:00,2018-05-21 01:00:00,0.0
Pinus,DEVIEC,2018-05-21 00:00:00,2018-05-21 01:00:00,76.22185485
Poaceae,DEBIED,2018-05-21 00:00:00,2018-05-21 01:00:00,47.36548162
Poaceae,DEVIEC,2018-05-21 00:00:00,2018-05-21 01:00:00,57.16639114
Pinus,DEBIED,2018-05-21 03:00:00,2018-05-21 04:00:00,0.0
Pinus,DEVIEC,2018-05-21 03:00:00,2018-05-21 04:00:00,57.21961869
Poaceae,DEBIED,2018-05-21 03:00:00,2018-05-21 04:00:00,56.74585596
Poaceae,DEVIEC,2018-05-21 03:00:00,2018-05-21 04:00:00,52.45131713
Pinus,DEBIED,2018-05-21 06:00:00,2018-05-21 07:00:00,0.0
Pinus,DEVIEC,2018-05-21 06:00:00,2018-05-21 07:00:00,23.79719272
Poaceae,DEBIED,2018-05-21 06:00:00,2018-05-21 07:00:00,99.46751141
Poaceae,DEVIEC,2018-05-21 06:00:00,2018-05-21 07:00:00,152.3020334
Pinus,DEBIED,2018-05-21 09:00:00,2018-05-21 10:00:00,0.0
Pinus,DEVIEC,2018-05-21 09:00:00,2018-05-21 10:00:00,57.16639114
Poaceae,DEBIED,2018-05-21 09:00:00,2018-05-21 10:00:00,89.08056754
Poaceae,DEVIEC,2018-05-21 09:00:00,2018-05-21 10:00:00,176.2630393
Pinus,DEBIED,2018-05-21 12:00:00,2018-05-21 13:00:00,0.0
Pinus,DEVIEC,2018-05-21 12:00:00,2018-05-21 13:00:00,61.98792025
Poaceae,DEBIED,2018-05-21 12:00:00,2018-05-21 13:00:00,57.333057
Poaceae,DEVIEC,2018-05-21 12:00:00,2018-05-21 13:00:00,66.75622181
Pinus,DEBIED,2018-05-21 15:00:00,2018-05-21 16:00:00,0.0
Pinus,DEVIEC,2018-05-21 15:00:00,2018-05-21 16:00:00,104.9026343
Poaceae,DEBIED,2018-05-21 15:00:00,2018-05-21 16:00:00,104.0340693
Poaceae,DEVIEC,2018-05-21 15:00:00,2018-05-21 16:00:00,66.75622181
Pinus,DEBIED,2018-05-21 18:00:00,2018-05-21 19:00:00,0.0
Pinus,DEVIEC,2018-05-21 18:00:00,2018-05-21 19:00:00,109.5689164
Poaceae,DEBIED,2018-05-21 18:00:00,2018-05-21 19:00:00,23.66340796
Poaceae,DEVIEC,2018-05-21 18:00:00,2018-05-21 19:00:00,9.527731857
Pinus,DEBIED,2018-05-21 21:00:00,2018-05-21 22:00:00,0.0
Pinus,DEVIEC,2018-05-21 21:00:00,2018-05-21 22:00:00,38.11092743
Poaceae,DEBIED,2018-05-21 21:00:00,2018-05-21 22:00:00,18.94619265
Poaceae,DEVIEC,2018-05-21 21:00:00,2018-05-21 22:00:00,14.29159779
Pinus,DEBIED,2018-05-22 00:00:00,2018-05-22 01:00:00,0.0
Pinus,DEVIEC,2018-05-22 00:00:00,2018-05-22 01:00:00,19.07320623
Poaceae,DEBIED,2018-05-22 00:00:00,2018-05-22 01:00:00,47.32681592
Poaceae,DEVIEC,2018-05-22 00:00:00,2018-05-22 01:00:00,9.536603115
Pinus,DEBIED,2018-05-22 03:00:00,2018-05-22 04:00:00,0.0
Pinus,DEVIEC,2018-05-22 03:00:00,2018-05-22 04:00:00,4.763865928
Poaceae,DEBIED,2018-05-22 03:00:00,2018-05-22 04:00:00,18.94619265
Poaceae,DEVIEC,2018-05-22 03:00:00,2018-05-22 04:00:00,0.0
Pinus,DEBIED,2018-05-22 06:00:00,2018-05-22 07:00:00,0.0
Pinus,DEVIEC,2018-05-22 06:00:00,2018-05-22 07:00:00,28.60980935
Poaceae,DEBIED,2018-05-22 06:00:00,2018-05-22 07:00:00,81.22183076
Poaceae,DEVIEC,2018-05-22 06:00:00,2018-05-22 07:00:00,28.60980935
Pinus,DEBIED,2018-05-22 09:00:00,2018-05-22 10:00:00,0.0
Pinus,DEVIEC,2018-05-22 09:00:00,2018-05-22 10:00:00,62.04569091
Poaceae,DEBIED,2018-05-22 09:00:00,2018-05-22 10:00:00,334.4428325
Poaceae,DEVIEC,2018-05-22 09:00:00,2018-05-22 10:00:00,76.36392728
Pinus,DEVIEC,2018-05-22 12:00:00,2018-05-22 13:00:00,114.3327823
Poaceae,DEVIEC,2018-05-22 12:00:00,2018-05-22 13:00:00,52.40252521
Pinus,DEBIED,2018-05-22 15:00:00,2018-05-22 16:00:00,0.0
Pinus,DEVIEC,2018-05-22 15:00:00,2018-05-22 16:00:00,95.18877087
Poaceae,DEBIED,2018-05-22 15:00:00,2018-05-22 16:00:00,124.174319
Poaceae,DEVIEC,2018-05-22 15:00:00,2018-05-22 16:00:00,66.63213961
Pinus,DEBIED,2018-05-22 18:00:00,2018-05-22 19:00:00,0.0
Pinus,DEVIEC,2018-05-22 18:00:00,2018-05-22 19:00:00,61.98792025
Poaceae,DEBIED,2018-05-22 18:00:00,2018-05-22 19:00:00,108.0257243
Poaceae,DEVIEC,2018-05-22 18:00:00,2018-05-22 19:00:00,33.3781109
Pinus,DEBIED,2018-05-22 21:00:00,2018-05-22 22:00:00,0.0
Pinus,DEVIEC,2018-05-22 21:00:00,2018-05-22 22:00:00,52.40252521
Poaceae,DEBIED,2018-05-22 21:00:00,2018-05-22 22:00:00,19.0798682
Poaceae,DEVIEC,2018-05-22 21:00:00,2018-05-22 22:00:00,14.29159779
Pinus,DEBIED,2018-05-23 00:00:00,2018-05-23 01:00:00,0.0
Pinus,DEVIEC,2018-05-23 00:00:00,2018-05-23 01:00:00,9.510038761
Poaceae,DEBIED,2018-05-23 00:00:00,2018-05-23 01:00:00,19.111019
Poaceae,DEVIEC,2018-05-23 00:00:00,2018-05-23 01:00:00,33.28513566
Pinus,DEBIED,2018-05-23 03:00:00,2018-05-23 04:00:00,0.0
Pinus,DEVIEC,2018-05-23 03:00:00,2018-05-23 04:00:00,19.03775417
Poaceae,DEBIED,2018-05-23 03:00:00,2018-05-23 04:00:00,14.33326425
Poaceae,DEVIEC,2018-05-23 03:00:00,2018-05-23 04:00:00,28.55663126
Pinus,DEBIED,2018-05-23 06:00:00,2018-05-23 07:00:00,0.0
Pinus,DEVIEC,2018-05-23 06:00:00,2018-05-23 07:00:00,28.58319557
Poaceae,DEBIED,2018-05-23 06:00:00,2018-05-23 07:00:00,9.671073662
Poaceae,DEVIEC,2018-05-23 06:00:00,2018-05-23 07:00:00,95.27731857
Pinus,DEBIED,2018-05-23 09:00:00,2018-05-23 10:00:00,0.0
Pinus,DEVIEC,2018-05-23 09:00:00,2018-05-23 10:00:00,43.23508574
Poaceae,DEBIED,2018-05-23 09:00:00,2018-05-23 10:00:00,56.21552086
Poaceae,DEVIEC,2018-05-23 09:00:00,2018-05-23 10:00:00,153.7247493
Pinus,DEBIED,2018-05-23 12:00:00,2018-05-23 13:00:00,0.0
Pinus,DEVIEC,2018-05-23 12:00:00,2018-05-23 13:00:00,109.4670865
Poaceae,DEBIED,2018-05-23 12:00:00,2018-05-23 13:00:00,81.22183076
Poaceae,DEVIEC,2018-05-23 12:00:00,2018-05-23 13:00:00,80.91045524
Pinus,DEBIED,2018-05-23 15:00:00,2018-05-23 16:00:00,0.0
Pinus,DEVIEC,2018-05-23 15:00:00,2018-05-23 16:00:00,42.87479336
Poaceae,DEBIED,2018-05-23 15:00:00,2018-05-23 16:00:00,95.55509501
Poaceae,DEVIEC,2018-05-23 15:00:00,2018-05-23 16:00:00,123.8605141
Pinus,DEBIED,2018-05-23 18:00:00,2018-05-23 19:00:00,0.0
Pinus,DEVIEC,2018-05-23 18:00:00,2018-05-23 19:00:00,19.07320623
Poaceae,DEBIED,2018-05-23 18:00:00,2018-05-23 19:00:00,95.47715447
Poaceae,DEVIEC,2018-05-23 18:00:00,2018-05-23 19:00:00,14.30490467
Pinus,DEBIED,2018-05-23 21:00:00,2018-05-23 22:00:00,0.0
Pinus,DEVIEC,2018-05-23 21:00:00,2018-05-23 22:00:00,23.86372727
Poaceae,DEBIED,2018-05-23 21:00:00,2018-05-23 22:00:00,0.0
Poaceae,DEVIEC,2018-05-23 21:00:00,2018-05-23 22:00:00,4.772745455
Pinus,DEBIED,2018-05-24 00:00:00,2018-05-24 01:00:00,0.0
Pinus,DEVIEC,2018-05-24 00:00:00,2018-05-24 01:00:00,9.536603115
Poaceae,DEBIED,2018-05-24 00:00:00,2018-05-24 01:00:00,4.732681592
Poaceae,DEVIEC,2018-05-24 00:00:00,2018-05-24 01:00:00,9.536603115
Pinus,DEBIED,2018-05-24 03:00:00,2018-05-24 04:00:00,0.0
Pinus,DEVIEC,2018-05-24 03:00:00,2018-05-24 04:00:00,47.72745455
Poaceae,DEBIED,2018-05-24 03:00:00,2018-05-24 04:00:00,0.0
Poaceae,DEVIEC,2018-05-24 03:00:00,2018-05-24 04:00:00,9.54549091
Pinus,DEBIED,2018-05-24 06:00:00,2018-05-24 07:00:00,0.0
Pinus,DEVIEC,2018-05-24 06:00:00,2018-05-24 07:00:00,19.09098182
Poaceae,DEBIED,2018-05-24 06:00:00,2018-05-24 07:00:00,4.77775475
Poaceae,DEVIEC,2018-05-24 06:00:00,2018-05-24 07:00:00,33.40921818
Pinus,DEBIED,2018-05-24 09:00:00,2018-05-24 10:00:00,0.0
Pinus,DEVIEC,2018-05-24 09:00:00,2018-05-24 10:00:00,28.58319557
Poaceae,DEBIED,2018-05-24 09:00:00,2018-05-24 10:00:00,4.65263548
Poaceae,DEVIEC,2018-05-24 09:00:00,2018-05-24 10:00:00,114.3327823
Pinus,DEBIED,2018-05-24 12:00:00,2018-05-24 13:00:00,0.0
Pinus,DEVIEC,2018-05-24 12:00:00,2018-05-24 13:00:00,33.3470615
Poaceae,DEBIED,2018-05-24 12:00:00,2018-05-24 13:00:00,9.48084211
Poaceae,DEVIEC,2018-05-24 12:00:00,2018-05-24 13:00:00,4.763865928
Pinus,DEBIED,2018-05-24 15:00:00,2018-05-24 16:00:00,0.0
Pinus,DEVIEC,2018-05-24 15:00:00,2018-05-24 16:00:00,4.763865928
Poaceae,DEBIED,2018-05-24 15:00:00,2018-05-24 16:00:00,37.86145274
Poaceae,DEVIEC,2018-05-24 15:00:00,2018-05-24 16:00:00,9.527731857
Pinus,DEBIED,2018-05-24 18:00:00,2018-05-24 19:00:00,0.0
Pinus,DEVIEC,2018-05-24 18:00:00,2018-05-24 19:00:00,0.0
Poaceae,DEBIED,2018-05-24 18:00:00,2018-05-24 19:00:00,28.39608955
Poaceae,DEVIEC,2018-05-24 18:00:00,2018-05-24 19:00:00,0.0
Pinus,DEBIED,2018-05-24 21:00:00,2018-05-24 22:00:00,0.0
Pinus,DEVIEC,2018-05-24 21:00:00,2018-05-24 22:00:00,9.54549091
Poaceae,DEBIED,2018-05-24 21:00:00,2018-05-24 22:00:00,14.20964449
Poaceae,DEVIEC,2018-05-24 21:00:00,2018-05-24 22:00:00,0.0
Pinus,DEBIED,2018-05-25 00:00:00,2018-05-25 01:00:00,0.0
Pinus,DEVIEC,2018-05-25 00:00:00,2018-05-25 01:00:00,0.0
Poaceae,DEBIED,2018-05-25 00:00:00,2018-05-25 01:00:00,0.0
Poaceae,DEVIEC,2018-05-25 00:00:00,2018-05-25 01:00:00,4.768301558
Pinus,DEVIEC,2018-05-25 03:00:00,2018-05-25 04:00:00,9.536603115
Poaceae,DEVIEC,2018-05-25 03:00:00,2018-05-25 04:00:00,0.0
Pinus,DEBIED,2018-05-25 06:00:00,2018-05-25 07:00:00,0.0
Pinus,DEVIEC,2018-05-25 06:00:00,2018-05-25 07:00:00,4.759438544
Poaceae,DEBIED,2018-05-25 06:00:00,2018-05-25 07:00:00,19.14227169
Poaceae,DEVIEC,2018-05-25 06:00:00,2018-05-25 07:00:00,0.0
Pinus,DEBIED,2018-05-25 09:00:00,2018-05-25 10:00:00,0.0
Pinus,DEVIEC,2018-05-25 09:00:00,2018-05-25 10:00:00,9.536603115
Poaceae,DEBIED,2018-05-25 09:00:00,2018-05-25 10:00:00,92.90078681
Poaceae,DEVIEC,2018-05-25 09:00:00,2018-05-25 10:00:00,4.768301558
Pinus,DEBIED,2018-05-25 12:00:00,2018-05-25 13:00:00,9.555509501
Pinus,DEVIEC,2018-05-25 12:00:00,2018-05-25 13:00:00,9.527731857
Poaceae,DEBIED,2018-05-25 12:00:00,2018-05-25 13:00:00,52.55530225
Poaceae,DEVIEC,2018-05-25 12:00:00,2018-05-25 13:00:00,4.763865928
Pinus,DEBIED,2018-05-25 15:00:00,2018-05-25 16:00:00,19.09543089
Pinus,DEVIEC,2018-05-25 15:00:00,2018-05-25 16:00:00,14.30490467
Poaceae,DEBIED,2018-05-25 15:00:00,2018-05-25 16:00:00,214.8235976
Poaceae,DEVIEC,2018-05-25 15:00:00,2018-05-25 16:00:00,90.5977296
Pinus,DEBIED,2018-05-25 18:00:00,2018-05-25 19:00:00,0.0
Pinus,DEVIEC,2018-05-25 18:00:00,2018-05-25 19:00:00,0.0
Poaceae,DEBIED,2018-05-25 18:00:00,2018-05-25 19:00:00,57.37989774
Poaceae,DEVIEC,2018-05-25 18:00:00,2018-05-25 19:00:00,23.81932964
Pinus,DEBIED,2018-05-25 21:00:00,2018-05-25 22:00:00,0.0
Pinus,DEVIEC,2018-05-25 21:00:00,2018-05-25 22:00:00,0.0
Poaceae,DEBIED,2018-05-25 21:00:00,2018-05-25 22:00:00,14.33326425
Poaceae,DEVIEC,2018-05-25 21:00:00,2018-05-25 22:00:00,4.763865928
Pinus,DEBIED,2018-05-26 00:00:00,2018-05-26 01:00:00,0.0
Pinus,DEVIEC,2018-05-26 00:00:00,2018-05-26 01:00:00,0.0
Poaceae,DEBIED,2018-05-26 00:00:00,2018-05-26 01:00:00,9.473096324
Poaceae,DEVIEC,2018-05-26 00:00:00,2018-05-26 01:00:00,0.0
Pinus,DEBIED,2018-05-26 03:00:00,2018-05-26 04:00:00,4.773857724
Poaceae,DEBIED,2018-05-26 03:00:00,2018-05-26 04:00:00,0.0
Pinus,DEBIED,2018-05-26 06:00:00,2018-05-26 07:00:00,14.30990115
Pinus,DEVIEC,2018-05-26 06:00:00,2018-05-26 07:00:00,4.759438544
Poaceae,DEBIED,2018-05-26 06:00:00,2018-05-26 07:00:00,62.00957164
Poaceae,DEVIEC,2018-05-26 06:00:00,2018-05-26 07:00:00,47.59438544
Pinus,DEBIED,2018-05-26 09:00:00,2018-05-26 10:00:00,9.376901846
Pinus,DEVIEC,2018-05-26 09:00:00,2018-05-26 10:00:00,23.86372727
Poaceae,DEBIED,2018-05-26 09:00:00,2018-05-26 10:00:00,520.4180525
Poaceae,DEVIEC,2018-05-26 09:00:00,2018-05-26 10:00:00,219.5462909
Pinus,DEBIED,2018-05-26 12:00:00,2018-05-26 13:00:00,14.35670377
Pinus,DEVIEC,2018-05-26 12:00:00,2018-05-26 13:00:00,38.11092743
Poaceae,DEBIED,2018-05-26 12:00:00,2018-05-26 13:00:00,157.9237414
Poaceae,DEVIEC,2018-05-26 12:00:00,2018-05-26 13:00:00,104.8050504
Pinus,DEBIED,2018-05-26 15:00:00,2018-05-26 16:00:00,9.547715447
Pinus,DEVIEC,2018-05-26 15:00:00,2018-05-26 16:00:00,57.16639114
Poaceae,DEBIED,2018-05-26 15:00:00,2018-05-26 16:00:00,171.858878
Poaceae,DEVIEC,2018-05-26 15:00:00,2018-05-26 16:00:00,147.6798438
Pinus,DEBIED,2018-05-26 18:00:00,2018-05-26 19:00:00,0.0
Pinus,DEVIEC,2018-05-26 18:00:00,2018-05-26 19:00:00,9.536603115
Poaceae,DEBIED,2018-05-26 18:00:00,2018-05-26 19:00:00,127.782403
